@relation 'Masterdatav1.1-weka.filters.unsupervised.attribute.Remove-R1-4,6-11,13,15-19'

@attribute Day {Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday}
@attribute Min.Gap numeric
@attribute Delaytype {'Short Delay','Long Delay'}
@attribute wardname {Eglinton-Lawrence ,Scarborough-Guildwood ,'Toronto-St. Paul’s  ','Scarborough Southwest ',Toronto-Danforth ,'York Centre ','Spadina-Fort York ',University-Rosedale ,Scarborough-Agincourt ,'Beaches-East York ',Willowdale ,'Etobicoke North ','Don Valley West  ','Toronto Centre ','York South-Weston ','Parkdale-High Park ','Don Valley North ','Humber River-Black Creek ',Davenport ,Etobicoke-Lakeshore ,'Don Valley East  ','Scarborough North ','Scarborough Centre ','Scarborough-Rouge Park  ','Etobicoke Centre '}
@attribute Wardpopulationrank {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute wardmedianage {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute wardunemployment {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute wardincome {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute Meantemp numeric
@attribute Totalprecip numeric

@data
Thursday,28,'Short Delay','Don Valley West  ',21,13,15,18,6.9,34.4
Thursday,20,'Short Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,15,'Short Delay',Davenport ,13,20,20,10,6.9,34.4
Thursday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,6.9,34.4
Thursday,69,'Long Delay',Scarborough-Guildwood ,22,19,1,23,6.9,34.4
Thursday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,6.9,34.4
Thursday,15,'Short Delay','Scarborough North ',24,3,5,25,6.9,34.4
Thursday,15,'Short Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,28,'Short Delay',Scarborough-Guildwood ,22,19,1,23,6.9,34.4
Thursday,18,'Short Delay',Toronto-Danforth ,16,15,22,8,6.9,34.4
Thursday,15,'Short Delay',Willowdale ,2,17,13,7,6.9,34.4
Thursday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,6.9,34.4
Thursday,14,'Short Delay','Parkdale-High Park ',12,18,23,6,6.9,34.4
Thursday,20,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,6.9,34.4
Thursday,30,'Long Delay',Scarborough-Guildwood ,22,19,1,23,6.9,34.4
Thursday,14,'Short Delay','Humber River-Black Creek ',14,22,2,22,6.9,34.4
Thursday,11,'Short Delay','Etobicoke North ',3,21,3,20,6.9,34.4
Thursday,27,'Short Delay',Willowdale ,2,17,13,7,6.9,34.4
Thursday,32,'Long Delay',Scarborough-Guildwood ,22,19,1,23,6.9,34.4
Thursday,11,'Short Delay',Toronto-Danforth ,16,15,22,8,6.9,34.4
Thursday,14,'Short Delay','Beaches-East York ',11,10,14,9,6.9,34.4
Thursday,30,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,6.9,34.4
Thursday,30,'Long Delay','Etobicoke North ',3,21,3,20,6.9,34.4
Thursday,21,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,6.9,34.4
Thursday,10,'Short Delay','Toronto Centre ',20,24,12,3,6.9,34.4
Thursday,24,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,6.9,34.4
Thursday,8,'Short Delay','Spadina-Fort York ',6,25,25,1,6.9,34.4
Thursday,12,'Short Delay',Toronto-Danforth ,16,15,22,8,6.9,34.4
Thursday,8,'Short Delay','Don Valley West  ',21,13,15,18,6.9,34.4
Thursday,29,'Long Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,14,'Short Delay','York Centre ',18,8,16,17,6.9,34.4
Thursday,15,'Short Delay',Davenport ,13,20,20,10,6.9,34.4
Thursday,8,'Short Delay','Don Valley East  ',25,7,9,19,6.9,34.4
Thursday,41,'Long Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,1,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,6.9,34.4
Thursday,1,'Short Delay',Scarborough-Guildwood ,22,19,1,23,6.9,34.4
Thursday,48,'Long Delay',Willowdale ,2,17,13,7,6.9,34.4
Thursday,30,'Long Delay','Scarborough-Rouge Park  ',23,6,11,24,6.9,34.4
Thursday,1,'Short Delay',Scarborough-Agincourt ,17,2,4,21,6.9,34.4
Thursday,1,'Short Delay',Scarborough-Agincourt ,17,2,4,21,6.9,34.4
Thursday,37,'Long Delay','York Centre ',18,8,16,17,6.9,34.4
Thursday,11,'Short Delay','Beaches-East York ',11,10,14,9,6.9,34.4
Thursday,24,'Short Delay','Scarborough Centre ',8,14,7,16,6.9,34.4
Thursday,12,'Short Delay','Beaches-East York ',11,10,14,9,6.9,34.4
Thursday,33,'Long Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,28,'Short Delay',Willowdale ,2,17,13,7,6.9,34.4
Thursday,3,'Short Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,22,'Short Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,28,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,6.9,34.4
Thursday,20,'Short Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,40,'Long Delay','Toronto Centre ',20,24,12,3,6.9,34.4
Thursday,50,'Long Delay','York Centre ',18,8,16,17,6.9,34.4
Thursday,42,'Long Delay','Etobicoke North ',3,21,3,20,6.9,34.4
Thursday,36,'Long Delay','Don Valley West  ',21,13,15,18,6.9,34.4
Thursday,64,'Long Delay','Don Valley West  ',21,13,15,18,6.9,34.4
Thursday,60,'Long Delay',Eglinton-Lawrence ,7,12,17,13,6.9,34.4
Thursday,10,'Short Delay',Scarborough-Guildwood ,22,19,1,23,6.9,34.4
Thursday,10,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,6.9,34.4
Thursday,1,'Short Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,20,'Short Delay','Don Valley East  ',25,7,9,19,6.9,34.4
Thursday,18,'Short Delay','Don Valley East  ',25,7,9,19,6.9,34.4
Thursday,459,'Long Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,60,'Long Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,16,'Short Delay',Eglinton-Lawrence ,7,12,17,13,6.9,34.4
Thursday,18,'Short Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,20,'Short Delay',Willowdale ,2,17,13,7,6.9,34.4
Thursday,20,'Short Delay','Etobicoke Centre ',4,1,19,11,6.9,34.4
Thursday,34,'Long Delay','Beaches-East York ',11,10,14,9,6.9,34.4
Thursday,40,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,6.9,34.4
Thursday,24,'Short Delay','Scarborough Centre ',8,14,7,16,6.9,34.4
Thursday,12,'Short Delay','Beaches-East York ',11,10,14,9,6.9,34.4
Thursday,16,'Short Delay','Scarborough Centre ',8,14,7,16,6.9,34.4
Thursday,32,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,6.9,34.4
Thursday,29,'Short Delay','Toronto Centre ',20,24,12,3,6.9,34.4
Thursday,26,'Short Delay','Don Valley North ',10,5,10,14,6.9,34.4
Thursday,26,'Short Delay','Scarborough North ',24,3,5,25,6.9,34.4
Thursday,26,'Short Delay','Spadina-Fort York ',6,25,25,1,6.9,34.4
Thursday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,6.9,34.4
Thursday,36,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,6.9,34.4
Thursday,10,'Short Delay','Spadina-Fort York ',6,25,25,1,6.9,34.4
Thursday,18,'Short Delay','Don Valley East  ',25,7,9,19,6.9,34.4
Thursday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,6.9,34.4
Thursday,33,'Long Delay',Davenport ,13,20,20,10,6.9,34.4
Thursday,31,'Long Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,20,'Short Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,16,'Short Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,40,'Long Delay','Spadina-Fort York ',6,25,25,1,6.9,34.4
Thursday,20,'Short Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,30,'Short Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,261,'Long Delay','Etobicoke North ',3,21,3,20,6.9,34.4
Thursday,19,'Short Delay','Humber River-Black Creek ',14,22,2,22,6.9,34.4
Thursday,18,'Short Delay',Toronto-Danforth ,16,15,22,8,6.9,34.4
Thursday,58,'Long Delay','Don Valley West  ',21,13,15,18,6.9,34.4
Thursday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,6.9,34.4
Thursday,60,'Long Delay','York Centre ',18,8,16,17,6.9,34.4
Thursday,60,'Long Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,48,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,6.9,34.4
Thursday,40,'Long Delay','Toronto Centre ',20,24,12,3,6.9,34.4
Thursday,18,'Short Delay',Toronto-Danforth ,16,15,22,8,6.9,34.4
Thursday,36,'Long Delay','Toronto Centre ',20,24,12,3,6.9,34.4
Thursday,1,'Short Delay','Don Valley North ',10,5,10,14,6.9,34.4
Thursday,30,'Long Delay','York Centre ',18,8,16,17,6.9,34.4
Thursday,48,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,6.9,34.4
Thursday,32,'Long Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Friday,18,'Short Delay',Scarborough-Agincourt ,17,2,4,21,5.6,3.6
Friday,40,'Long Delay','Don Valley West  ',21,13,15,18,5.6,3.6
Friday,36,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,20,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,40,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,1,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,5.6,3.6
Friday,60,'Long Delay',University-Rosedale ,19,23,18,5,5.6,3.6
Friday,20,'Long Delay',Eglinton-Lawrence ,7,12,17,13,5.6,3.6
Friday,122,'Long Delay',Toronto-Danforth ,16,15,22,8,5.6,3.6
Friday,28,'Short Delay',Willowdale ,2,17,13,7,5.6,3.6
Friday,35,'Long Delay',Eglinton-Lawrence ,7,12,17,13,5.6,3.6
Friday,50,'Long Delay',Willowdale ,2,17,13,7,5.6,3.6
Friday,1,'Short Delay',University-Rosedale ,19,23,18,5,5.6,3.6
Friday,20,'Long Delay',Eglinton-Lawrence ,7,12,17,13,5.6,3.6
Friday,5,'Short Delay','Toronto Centre ',20,24,12,3,5.6,3.6
Friday,11,'Short Delay',Toronto-Danforth ,16,15,22,8,5.6,3.6
Friday,20,'Short Delay',Willowdale ,2,17,13,7,5.6,3.6
Friday,26,'Short Delay','York South-Weston ',5,16,8,12,5.6,3.6
Friday,30,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,15,'Long Delay','Etobicoke Centre ',4,1,19,11,5.6,3.6
Friday,20,'Short Delay','York South-Weston ',5,16,8,12,5.6,3.6
Friday,37,'Long Delay','York South-Weston ',5,16,8,12,5.6,3.6
Friday,24,'Short Delay','Toronto Centre ',20,24,12,3,5.6,3.6
Friday,26,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Friday,14,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,10,'Short Delay','Humber River-Black Creek ',14,22,2,22,5.6,3.6
Friday,18,'Short Delay',Willowdale ,2,17,13,7,5.6,3.6
Friday,32,'Long Delay','York South-Weston ',5,16,8,12,5.6,3.6
Friday,30,'Long Delay','Don Valley West  ',21,13,15,18,5.6,3.6
Friday,10,'Short Delay','Humber River-Black Creek ',14,22,2,22,5.6,3.6
Friday,20,'Short Delay','Don Valley East  ',25,7,9,19,5.6,3.6
Friday,24,'Short Delay','Don Valley East  ',25,7,9,19,5.6,3.6
Friday,20,'Short Delay',University-Rosedale ,19,23,18,5,5.6,3.6
Friday,18,'Short Delay','Don Valley West  ',21,13,15,18,5.6,3.6
Friday,24,'Short Delay',Willowdale ,2,17,13,7,5.6,3.6
Friday,20,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,15,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,8,'Short Delay','York South-Weston ',5,16,8,12,5.6,3.6
Friday,8,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Friday,44,'Long Delay','Toronto Centre ',20,24,12,3,5.6,3.6
Friday,24,'Short Delay','Parkdale-High Park ',12,18,23,6,5.6,3.6
Friday,20,'Short Delay','Beaches-East York ',11,10,14,9,5.6,3.6
Friday,19,'Short Delay','York Centre ',18,8,16,17,5.6,3.6
Friday,30,'Long Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,17,'Short Delay','York South-Weston ',5,16,8,12,5.6,3.6
Friday,10,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Friday,20,'Short Delay','York Centre ',18,8,16,17,5.6,3.6
Friday,22,'Short Delay','Parkdale-High Park ',12,18,23,6,5.6,3.6
Friday,24,'Short Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,28,'Short Delay','Spadina-Fort York ',6,25,25,1,5.6,3.6
Friday,12,'Short Delay',Willowdale ,2,17,13,7,5.6,3.6
Friday,15,'Short Delay','Scarborough Centre ',8,14,7,16,5.6,3.6
Friday,18,'Short Delay','Scarborough Centre ',8,14,7,16,5.6,3.6
Friday,6,'Short Delay','Don Valley East  ',25,7,9,19,5.6,3.6
Friday,20,'Short Delay',Eglinton-Lawrence ,7,12,17,13,5.6,3.6
Friday,20,'Short Delay',Eglinton-Lawrence ,7,12,17,13,5.6,3.6
Friday,26,'Short Delay','Beaches-East York ',11,10,14,9,5.6,3.6
Friday,13,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Friday,10,'Short Delay','Beaches-East York ',11,10,14,9,5.6,3.6
Friday,10,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,60,'Long Delay','Scarborough-Rouge Park  ',23,6,11,24,5.6,3.6
Friday,1,'Short Delay','Beaches-East York ',11,10,14,9,5.6,3.6
Friday,29,'Long Delay','Spadina-Fort York ',6,25,25,1,5.6,3.6
Friday,29,'Long Delay','Spadina-Fort York ',6,25,25,1,5.6,3.6
Friday,10,'Short Delay','Spadina-Fort York ',6,25,25,1,5.6,3.6
Friday,36,'Long Delay','Don Valley West  ',21,13,15,18,5.6,3.6
Friday,1,'Short Delay','Scarborough Centre ',8,14,7,16,5.6,3.6
Friday,80,'Long Delay',Eglinton-Lawrence ,7,12,17,13,5.6,3.6
Friday,30,'Long Delay',Scarborough-Guildwood ,22,19,1,23,5.6,3.6
Friday,30,'Long Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,8,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Friday,14,'Short Delay',Scarborough-Guildwood ,22,19,1,23,5.6,3.6
Friday,10,'Short Delay','Etobicoke North ',3,21,3,20,5.6,3.6
Friday,18,'Short Delay',Eglinton-Lawrence ,7,12,17,13,5.6,3.6
Friday,12,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,14,'Short Delay',Scarborough-Guildwood ,22,19,1,23,5.6,3.6
Friday,19,'Short Delay',Eglinton-Lawrence ,7,12,17,13,5.6,3.6
Friday,30,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Friday,16,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,5.6,3.6
Friday,1,'Short Delay','Don Valley East  ',25,7,9,19,5.6,3.6
Friday,16,'Short Delay','Scarborough Centre ',8,14,7,16,5.6,3.6
Friday,20,'Short Delay',Davenport ,13,20,20,10,5.6,3.6
Friday,18,'Short Delay','Etobicoke North ',3,21,3,20,5.6,3.6
Friday,40,'Long Delay','Don Valley East  ',25,7,9,19,5.6,3.6
Friday,24,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,5.6,3.6
Friday,24,'Short Delay','Don Valley North ',10,5,10,14,5.6,3.6
Friday,10,'Short Delay','Scarborough North ',24,3,5,25,5.6,3.6
Friday,16,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Friday,1,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Friday,45,'Long Delay','York South-Weston ',5,16,8,12,5.6,3.6
Friday,15,'Short Delay',Scarborough-Guildwood ,22,19,1,23,5.6,3.6
Friday,119,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Friday,12,'Short Delay','Scarborough Centre ',8,14,7,16,5.6,3.6
Friday,1,'Short Delay',Eglinton-Lawrence ,7,12,17,13,5.6,3.6
Friday,38,'Long Delay','Scarborough Centre ',8,14,7,16,5.6,3.6
Friday,43,'Long Delay','York South-Weston ',5,16,8,12,5.6,3.6
Friday,8,'Short Delay',Davenport ,13,20,20,10,5.6,3.6
Friday,40,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,18,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Friday,20,'Short Delay','Spadina-Fort York ',6,25,25,1,5.6,3.6
Friday,44,'Long Delay','York South-Weston ',5,16,8,12,5.6,3.6
Friday,60,'Long Delay','Parkdale-High Park ',12,18,23,6,5.6,3.6
Friday,18,'Short Delay','Beaches-East York ',11,10,14,9,5.6,3.6
Friday,32,'Long Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,12,'Short Delay','York South-Weston ',5,16,8,12,5.6,3.6
Friday,1,'Short Delay',Toronto-Danforth ,16,15,22,8,5.6,3.6
Friday,0,'Short Delay','Beaches-East York ',11,10,14,9,5.6,3.6
Friday,9,'Short Delay','Don Valley East  ',25,7,9,19,5.6,3.6
Friday,22,'Short Delay','Don Valley East  ',25,7,9,19,5.6,3.6
Friday,16,'Long Delay',University-Rosedale ,19,23,18,5,5.6,3.6
Friday,15,'Short Delay','York South-Weston ',5,16,8,12,5.6,3.6
Friday,15,'Short Delay','Etobicoke Centre ',4,1,19,11,5.6,3.6
Friday,18,'Short Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,32,'Long Delay','Etobicoke North ',3,21,3,20,5.6,3.6
Friday,34,'Long Delay',Eglinton-Lawrence ,7,12,17,13,5.6,3.6
Friday,20,'Short Delay','Don Valley North ',10,5,10,14,5.6,3.6
Friday,11,'Short Delay','Don Valley East  ',25,7,9,19,5.6,3.6
Friday,17,'Short Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,26,'Short Delay',Willowdale ,2,17,13,7,5.6,3.6
Friday,16,'Short Delay',Toronto-Danforth ,16,15,22,8,5.6,3.6
Friday,1,'Long Delay','Beaches-East York ',11,10,14,9,5.6,3.6
Friday,20,'Short Delay',Davenport ,13,20,20,10,5.6,3.6
Friday,10,'Short Delay','Don Valley East  ',25,7,9,19,5.6,3.6
Friday,10,'Short Delay','Toronto Centre ',20,24,12,3,5.6,3.6
Friday,25,'Long Delay','Etobicoke North ',3,21,3,20,5.6,3.6
Friday,25,'Long Delay',Davenport ,13,20,20,10,5.6,3.6
Friday,15,'Short Delay',Willowdale ,2,17,13,7,5.6,3.6
Friday,14,'Short Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,5.6,3.6
Friday,14,'Short Delay',Davenport ,13,20,20,10,5.6,3.6
Friday,30,'Long Delay',Eglinton-Lawrence ,7,12,17,13,5.6,3.6
Friday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,5.6,3.6
Friday,17,'Short Delay','Scarborough Centre ',8,14,7,16,5.6,3.6
Friday,11,'Short Delay',Toronto-Danforth ,16,15,22,8,5.6,3.6
Friday,40,'Long Delay','Toronto Centre ',20,24,12,3,5.6,3.6
Friday,1,'Short Delay','Spadina-Fort York ',6,25,25,1,5.6,3.6
Friday,29,'Long Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,24,'Long Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,34,'Long Delay','Beaches-East York ',11,10,14,9,5.6,3.6
Friday,26,'Long Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,20,'Long Delay','Toronto Centre ',20,24,12,3,5.6,3.6
Friday,30,'Long Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,1,'Short Delay',Scarborough-Agincourt ,17,2,4,21,5.6,3.6
Friday,1,'Short Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,23,'Short Delay','Etobicoke North ',3,21,3,20,5.6,3.6
Friday,11,'Short Delay',Willowdale ,2,17,13,7,5.6,3.6
Friday,28,'Short Delay','York South-Weston ',5,16,8,12,5.6,3.6
Friday,22,'Short Delay','Toronto Centre ',20,24,12,3,5.6,3.6
Friday,40,'Long Delay','Parkdale-High Park ',12,18,23,6,5.6,3.6
Friday,16,'Short Delay','Beaches-East York ',11,10,14,9,5.6,3.6
Friday,20,'Short Delay','York South-Weston ',5,16,8,12,5.6,3.6
Friday,60,'Long Delay','Scarborough North ',24,3,5,25,5.6,3.6
Friday,28,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,16,'Short Delay','Don Valley North ',10,5,10,14,5.6,3.6
Friday,28,'Long Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,46,'Long Delay',Willowdale ,2,17,13,7,5.6,3.6
Friday,63,'Long Delay','Don Valley West  ',21,13,15,18,5.6,3.6
Friday,34,'Long Delay','Don Valley West  ',21,13,15,18,5.6,3.6
Friday,1,'Long Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,30,'Long Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,1,'Short Delay','Don Valley East  ',25,7,9,19,5.6,3.6
Friday,20,'Short Delay','Don Valley North ',10,5,10,14,5.6,3.6
Friday,40,'Long Delay','Don Valley East  ',25,7,9,19,5.6,3.6
Friday,28,'Short Delay','Etobicoke North ',3,21,3,20,5.6,3.6
Friday,17,'Short Delay','Humber River-Black Creek ',14,22,2,22,5.6,3.6
Friday,36,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Friday,16,'Short Delay',Scarborough-Guildwood ,22,19,1,23,5.6,3.6
Friday,32,'Short Delay',Eglinton-Lawrence ,7,12,17,13,5.6,3.6
Friday,60,'Long Delay','Toronto Centre ',20,24,12,3,5.6,3.6
Friday,18,'Short Delay',Scarborough-Guildwood ,22,19,1,23,5.6,3.6
Friday,14,'Short Delay','Scarborough Centre ',8,14,7,16,5.6,3.6
Friday,18,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Friday,10,'Short Delay','Spadina-Fort York ',6,25,25,1,5.6,3.6
Friday,20,'Short Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,1,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,18,'Short Delay','Humber River-Black Creek ',14,22,2,22,5.6,3.6
Friday,1,'Short Delay','Don Valley West  ',21,13,15,18,5.6,3.6
Friday,28,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,5.6,3.6
Friday,24,'Short Delay','Scarborough Centre ',8,14,7,16,5.6,3.6
Friday,14,'Short Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,20,'Short Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,20,'Short Delay','Beaches-East York ',11,10,14,9,5.6,3.6
Friday,25,'Short Delay',University-Rosedale ,19,23,18,5,5.6,3.6
Friday,40,'Long Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,16,'Short Delay','Parkdale-High Park ',12,18,23,6,5.6,3.6
Friday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Friday,30,'Long Delay',Scarborough-Agincourt ,17,2,4,21,5.6,3.6
Friday,30,'Long Delay','Scarborough Southwest ',9,9,6,15,5.6,3.6
Friday,30,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.6,3.6
Saturday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.4,1.6
Saturday,40,'Long Delay','Etobicoke Centre ',4,1,19,11,5.4,1.6
Saturday,22,'Short Delay','Humber River-Black Creek ',14,22,2,22,5.4,1.6
Saturday,337,'Long Delay',University-Rosedale ,19,23,18,5,5.4,1.6
Saturday,49,'Long Delay',Eglinton-Lawrence ,7,12,17,13,5.4,1.6
Saturday,1,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,5.4,1.6
Saturday,20,'Short Delay','Beaches-East York ',11,10,14,9,5.4,1.6
Saturday,7,'Short Delay','Spadina-Fort York ',6,25,25,1,5.4,1.6
Saturday,7,'Short Delay',Willowdale ,2,17,13,7,5.4,1.6
Saturday,1,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,5.4,1.6
Saturday,10,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,5.4,1.6
Saturday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,5.4,1.6
Saturday,26,'Short Delay','Toronto Centre ',20,24,12,3,5.4,1.6
Saturday,20,'Short Delay',University-Rosedale ,19,23,18,5,5.4,1.6
Saturday,60,'Long Delay',Willowdale ,2,17,13,7,5.4,1.6
Saturday,15,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,5.4,1.6
Saturday,36,'Long Delay','Spadina-Fort York ',6,25,25,1,5.4,1.6
Saturday,30,'Long Delay',Eglinton-Lawrence ,7,12,17,13,5.4,1.6
Saturday,60,'Long Delay','Scarborough North ',24,3,5,25,5.4,1.6
Saturday,26,'Long Delay',Willowdale ,2,17,13,7,5.4,1.6
Saturday,65,'Long Delay','Toronto Centre ',20,24,12,3,5.4,1.6
Saturday,10,'Short Delay','Toronto Centre ',20,24,12,3,5.4,1.6
Saturday,21,'Short Delay',Davenport ,13,20,20,10,5.4,1.6
Saturday,1,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.4,1.6
Saturday,60,'Long Delay','York Centre ',18,8,16,17,5.4,1.6
Saturday,20,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,5.4,1.6
Saturday,15,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,5.4,1.6
Saturday,40,'Long Delay','Parkdale-High Park ',12,18,23,6,5.4,1.6
Saturday,30,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,5.4,1.6
Saturday,32,'Long Delay',Willowdale ,2,17,13,7,5.4,1.6
Saturday,40,'Long Delay','York South-Weston ',5,16,8,12,5.4,1.6
Saturday,10,'Short Delay','York Centre ',18,8,16,17,5.4,1.6
Saturday,18,'Short Delay',Toronto-Danforth ,16,15,22,8,5.4,1.6
Saturday,45,'Long Delay','York South-Weston ',5,16,8,12,5.4,1.6
Saturday,30,'Long Delay','Humber River-Black Creek ',14,22,2,22,5.4,1.6
Saturday,10,'Short Delay','Humber River-Black Creek ',14,22,2,22,5.4,1.6
Saturday,14,'Short Delay','Scarborough Centre ',8,14,7,16,5.4,1.6
Saturday,36,'Long Delay',Toronto-Danforth ,16,15,22,8,5.4,1.6
