"lon","lat","ward"
-79.2300205,43.8230404,23
-79.495049,43.650204,4
-79.3989653,43.7053057,12
-79.3831843,43.653226,13
-79.5362481,43.6370245,3
-79.4005193,43.6763664,11
-79.2569422,43.7745329,21
-79.3016857,43.6890219,19
-79.415024,43.781433,18
-79.5103292,43.7771693,7
-79.5522991,43.7499545,7
-79.5362481,43.6370245,3
-79.436478,43.699608,12
-79.2578685,43.7756054,21
-79.4217008,43.7398486,8
-79.490852,43.764793,6
-79.5653815,43.7372183,1
-79.2612567,43.7948158,23
-79.2052458,43.8188893,25
-79.38633,43.709106,15
-79.4217008,43.7398486,8
-79.2569422,43.7745329,21
-79.3446186,43.680086,14
-79.3862088,43.7092235,15
-79.2972829,43.8259409,22
-79.4453733,43.7908443,18
-79.5505291,43.7251732,1
-79.4509411,43.7346861,8
-79.415024,43.781433,18
-79.208992,43.771343,24
-79.4618986,43.7496913,6
-79.5169136,43.754486,7
-79.5362481,43.6370245,3
-79.2133696,43.742079,24
-79.5294769,43.745542,7
-79.4618986,43.7496913,6
-79.4181359,43.7902472,18
-79.490852,43.764793,6
-79.5083125,43.7019846,5
-79.4067176,43.7449399,15
-79.221152,43.8197595,23
-79.305114,43.703583,19
-79.288964,43.6942914,19
-79.415024,43.781433,18
-79.2569422,43.7745329,21
-79.2414782,43.7209168,20
-79.4122765,43.7617203,18
-79.4887807,43.6854767,5
-79.301804,43.688862,19
-79.2569422,43.7745329,21
-79.4509411,43.7346861,8
-79.4587204,43.7044626,8
-79.459839,43.655373,4
-79.2569422,43.7745329,21
-79.5169136,43.754486,7
-79.233559,43.781635,24
-79.4504237,43.7819474,18
-79.1434051,43.795984,25
-79.5446583,43.7617031,7
-79.3901537,43.7084188,15
-79.3394899,43.7230061,16
-79.2578685,43.7756054,21
-79.4618986,43.7496913,6
-79.2505541,43.8305857,23
-79.1563855,43.7750934,25
-79.4154226,43.6841972,12
-79.2417719,43.7743978,24
-79.3229019,43.7617932,16
-79.288964,43.6942914,19
-79.263632,43.732504,20
-79.233559,43.781635,24
-79.263632,43.732504,20
-79.280045,43.711021,20
-79.288964,43.6942914,19
-79.2885747,43.6942659,19
-79.2885747,43.6942659,19
-79.3126378,43.6864082,19
-79.3273594,43.7244967,16
-79.4411163,43.7303137,8
-79.4259037,43.7668246,18
-79.5018684,43.7734535,7
-79.263632,43.732504,20
-79.263632,43.732504,20
-79.263632,43.732504,20
-79.5340318,43.6957425,5
-79.263632,43.732504,20
-79.3446186,43.680086,14
-79.3989653,43.7053057,12
-79.5024301,43.7700356,7
-79.5362481,43.6370245,3
-79.47184,43.671913,9
-79.2612567,43.7948158,23
-79.3435817,43.7074165,15
-79.4339296,43.7373209,8
-79.4779529,43.7086618,5
-79.4122765,43.7617203,18
-79.4685946,43.6654566,4
-79.3453617,43.7757106,17
-79.340923,43.7448473,16
-79.306801,43.823521,22
-79.3542751,43.7349137,16
-79.2712267,43.7314624,20
-79.4491076,43.6764288,9
-79.4618986,43.7496913,6
-79.2569422,43.7745329,21
-79.3831843,43.653226,13
-79.3878964,43.7665907,18
-79.277489,43.766956,21
-79.392395,43.687714,12
-79.4759451,43.6517132,4
-79.3388481,43.8097348,22
-79.3453617,43.7757106,17
-79.4357169,43.6796585,9
-79.2887608,43.7307144,21
-79.5083125,43.7019846,5
-79.2511057,43.7786791,24
-79.5103292,43.7771693,7
-79.4618986,43.7496913,6
-79.4504237,43.7819474,18
-79.263632,43.732504,20
-79.4629326,43.6616293,4
-79.173724,43.7644509,24
-79.476059,43.707664,5
-79.5090959,43.6417759,3
-79.173724,43.7644509,24
-79.3647633,43.7135802,15
-79.3831843,43.653226,13
-79.242554,43.8134165,23
-79.2505541,43.8305857,23
-79.2578685,43.7756054,21
-79.4342381,43.7300068,8
-79.2318022,43.7763948,24
-79.2587547,43.7896626,23
-79.3989653,43.7053057,12
-79.5071758,43.6619191,4
-79.20414,43.781231,24
-79.2703794,43.8071903,23
-79.4893613,43.6137022,3
-79.2929247,43.7094102,19
-79.415683,43.671419,11
-79.471573,43.6821195,5
-79.4705138,43.729807,6
-79.4038347,43.6673526,11
-79.325989,43.794343,22
-79.3600264,43.6289867,10
-79.2229911,43.7603212,24
-79.3453617,43.7757106,17
-79.4350016,43.7754447,18
-79.4531604,43.7366909,6
-79.3955658,43.6589698,11
-79.4408167,43.6926349,12
-79.396746,43.646715,10
-79.2346343,43.8273097,23
-79.2664084,43.808058,23
-79.418479,43.7791156,18
-79.3453617,43.7757106,17
-79.3989653,43.7053057,12
-79.4212488,43.6401776,10
-79.2858982,43.7867938,22
-79.3989653,43.7053057,12
-79.4364319,43.6407158,4
-79.3655624,43.6451302,13
-79.4910434,43.7651403,6
-79.3453617,43.7757106,17
-79.3818785,43.638834,10
-79.5284503,43.6201808,3
-79.3831843,43.653226,13
-79.415024,43.781433,18
-79.4910434,43.7651403,6
-79.5549945,43.7136185,1
-79.3721451,43.6633841,13
-79.39222,43.687733,12
-79.490852,43.764793,6
-79.464333,43.70467,5
-79.5131288,43.6514193,3
-79.3688194,43.6736049,13
-79.3723191,43.697017,11
-79.550806,43.6771818,2
-79.263632,43.732504,20
-79.4461125,43.6855597,9
-79.3716416,43.6967312,11
-79.3989653,43.7053057,12
-79.4067176,43.7449399,15
-79.3831843,43.653226,13
-79.459839,43.655373,4
-79.4067176,43.7449399,15
-79.4067176,43.7449399,15
-79.459839,43.655373,4
-79.325729,43.724762,16
-79.1988939,43.8228066,25
-79.3831843,43.653226,13
-79.4721568,43.7712381,6
-79.3589704,43.8089753,17
-79.3453617,43.7757106,17
-79.2862183,43.7786365,22
-79.254013,43.7739975,21
-79.4212488,43.6401776,10
-79.2505541,43.8305857,23
-79.2196767,43.7451467,24
-79.4018084,43.7999622,18
-79.2578685,43.7756054,21
-79.341171,43.73801,16
-79.424179,43.743614,8
-79.2318022,43.7763948,24
-79.4382081,43.6859117,9
-79.2736997,43.6943633,20
-79.2209812,43.8196382,23
-79.3037069,43.7696002,21
-79.4361468,43.6993703,12
-79.5606019,43.7266633,1
-79.4112278,43.723157,8
-79.568756,43.74577,7
-79.3502139,43.6462995,13
-79.301804,43.688862,19
-79.4768799,43.681388,5
-79.5005499,43.621601,3
-79.2209812,43.8196382,23
-79.5296425,43.6647119,2
-79.5296425,43.6647119,2
-79.2840531,43.6808318,19
-79.4212488,43.6401776,10
-79.5362481,43.6370245,3
-79.42066,43.6592862,9
-79.210114,43.771252,24
-79.3966474,43.6978369,12
-79.221152,43.8197595,23
-79.2240665,43.7556815,24
-79.4509411,43.7346861,8
-79.263632,43.732504,20
-79.2683474,43.7875527,23
-79.6032839,43.7578426,1
-79.4424819,43.7307016,8
-79.2882429,43.6938534,19
-79.354799,43.7925959,17
-79.354799,43.7925959,17
-79.5993335,43.7523042,1
-79.5993335,43.7523042,1
-79.210114,43.771252,24
-79.210114,43.771252,24
-79.4361468,43.6993703,12
-79.210114,43.771252,24
-79.210114,43.771252,24
-79.2505541,43.8305857,23
-79.5491646,43.6305951,3
-79.4502466,43.695781,8
-79.4957318,43.6761693,5
-79.2759011,43.8268844,23
-79.3453617,43.7757106,17
-79.2578685,43.7756054,21
-79.2578685,43.7756054,21
-79.430928,43.6338376,4
-79.4155857,43.6362392,10
-79.483832,43.6499455,4
-79.3746697,43.6419596,10
-79.5294769,43.745542,7
-79.5294769,43.745542,7
-79.2300205,43.8230404,23
-79.3448883,43.8032108,17
-79.3989653,43.7053057,12
-79.340923,43.7448473,16
-79.3989653,43.7053057,12
-79.621223,43.724472,1
-79.3688194,43.6736049,13
-79.52425,43.7558859,7
-79.4618986,43.7496913,6
-79.3581849,43.6769104,14
-79.4768799,43.681388,5
-79.1548,43.794685,25
-79.263632,43.732504,20
-79.3214398,43.7720023,22
-79.589958,43.760769,1
-79.263632,43.732504,20
-79.2598386,43.7526003,21
-79.3989653,43.7053057,12
-79.1548,43.794685,25
-79.5103292,43.7771693,7
-79.263632,43.732504,20
-79.5302493,43.6957634,5
-79.263632,43.732504,20
-79.4373554,43.7749179,18
-79.4837178,43.6500102,4
-79.3928021,43.7078884,12
-79.26799,43.731846,20
-79.4117444,43.6414631,10
-79.280045,43.711021,20
-79.2114995,43.7437668,24
-79.2933738,43.7461484,21
-79.3989653,43.7053057,12
-79.183262,43.7878713,25
-79.4258011,43.6348863,10
-79.415024,43.781433,18
-79.61425,43.750877,1
-79.280045,43.711021,20
-79.3230702,43.684209,19
-79.3989653,43.7053057,12
-79.499567,43.6621838,4
-79.4239036,43.7057076,8
-79.5302493,43.6957634,5
-79.3016857,43.6890219,19
-79.436478,43.699608,12
-79.4005193,43.6763664,11
-79.2329391,43.7773644,24
-79.3034637,43.6951447,19
-79.4005193,43.6763664,11
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5018684,43.7734535,7
-79.3064744,43.764612,21
-79.5024301,43.7700356,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5843618,43.6392478,2
-79.5379718,43.6385208,3
-79.5379718,43.6385208,3
-79.290016,43.787483,22
-79.3051082,43.7248331,16
-79.26712,43.732292,20
-79.5379718,43.6385208,3
-79.2703794,43.8071903,23
-79.4321706,43.7568286,18
-79.5366304,43.6373143,3
-79.2300205,43.8230404,23
-79.380774,43.6498929,13
-79.3234084,43.8116336,22
-79.47184,43.671913,9
-79.415024,43.781433,18
-79.3989653,43.7053057,12
-79.2625375,43.7986931,23
-79.3831843,43.653226,13
-79.2640334,43.7323211,20
-79.2900372,43.7212522,20
-79.3989653,43.7053057,12
-79.2884025,43.6912277,19
-79.5362481,43.6370245,3
-79.263632,43.732504,20
-79.4837178,43.6500102,4
-79.3989653,43.7053057,12
-79.1874902,43.7838214,25
-79.3446186,43.680086,14
-79.415024,43.781433,18
-79.263632,43.732504,20
-79.3875285,43.7089585,15
-79.506308,43.6032702,3
-79.2819211,43.7846224,22
-79.2598386,43.7526003,21
-79.3066195,43.7759299,22
-79.621223,43.724472,1
-79.4509411,43.7346861,8
-79.5083125,43.7019846,5
-79.2569422,43.7745329,21
-79.4887807,43.6854767,5
-79.302728,43.724636,16
-79.4238105,43.7393827,8
-79.2578685,43.7756054,21
-79.3583223,43.6768707,14
-79.3453617,43.7757106,17
-79.3831843,43.653226,13
-79.3966474,43.6978369,12
-79.301804,43.688862,19
-79.4887807,43.6854767,5
-79.2578685,43.7756054,21
-79.3901537,43.7084188,15
-79.4205388,43.6383044,10
-79.3818785,43.638834,10
-79.280045,43.711021,20
-79.2411379,43.8326545,23
-79.3831843,43.653226,13
-79.3949748,43.7060556,12
-79.3825152,43.7948077,17
-79.221152,43.8197595,23
-79.2505541,43.8305857,23
-79.2505541,43.8305857,23
-79.415024,43.781433,18
-79.415024,43.781433,18
-79.5742366,43.6738241,2
-79.3751488,43.677616,11
-79.5822094,43.6594065,2
-79.2505541,43.8305857,23
-79.2885747,43.6942659,19
-79.263632,43.732504,20
-79.2705553,43.765899,21
-79.4154226,43.6841972,12
-79.3344685,43.709962,19
-79.4531517,43.6569088,4
-79.3989653,43.7053057,12
-79.4509411,43.7346861,8
-79.3446186,43.680086,14
-79.5103292,43.7771693,7
-79.535407,43.6377895,3
-79.344353,43.636967,14
-79.4516388,43.6544984,4
-79.301804,43.688862,19
-79.4357169,43.6796585,9
-79.4910434,43.7651403,6
-79.5635711,43.7048202,1
-79.5124779,43.5978683,3
-79.3433553,43.7372371,16
-79.4863383,43.7452917,6
-79.4768799,43.681388,5
-79.4692465,43.6628896,4
-79.4020708,43.7253579,15
-79.415024,43.781433,18
-79.415024,43.781433,18
-79.170723,43.809147,25
-79.535407,43.6377895,3
-79.4020708,43.7253579,15
-79.210114,43.771252,24
-79.263632,43.732504,20
-79.589958,43.760769,1
-79.4531517,43.6569088,4
-79.4531517,43.6569088,4
-79.430928,43.6338376,4
-79.379161,43.6459461,10
-79.5362481,43.6370245,3
-79.3445453,43.6781159,14
-79.280045,43.711021,20
-79.467178,43.711464,8
-79.430928,43.6338376,4
-79.2505541,43.8305857,23
-79.2576443,43.8098614,23
-79.2862894,43.8037432,22
-79.3037069,43.7696002,21
-79.589958,43.760769,1
-79.415024,43.781433,18
-79.3688194,43.6736049,13
-79.544673,43.6321493,3
-79.415024,43.781433,18
-79.3863644,43.6624607,11
-79.5568853,43.6926123,2
-79.3940354,43.6427164,10
-79.6032839,43.7578426,1
-79.3272248,43.7842305,22
-79.4509411,43.7346861,8
-79.336932,43.793584,17
-79.3446186,43.680086,14
-79.263632,43.732504,20
-79.3581849,43.6769104,14
-79.3581849,43.6769104,14
-79.3581849,43.6769104,14
-79.4439363,43.6801439,9
-79.4074539,43.6659156,11
-79.4044953,43.7822139,18
-79.3746697,43.6419596,10
-79.3746697,43.6419596,10
-79.4044953,43.7822139,18
-79.3784193,43.6504101,13
-79.3784193,43.6504101,13
-79.415024,43.781433,18
-79.230476,43.823402,23
-79.32312,43.684135,19
-79.5348626,43.6138699,3
-79.5103292,43.7771693,7
-79.32312,43.684135,19
-79.2884025,43.6912277,19
-79.2862183,43.7786365,22
-79.170723,43.809147,25
-79.4067176,43.7449399,15
-79.2862183,43.7786365,22
-79.4531517,43.6569088,4
-79.288964,43.6942914,19
-79.6009305,43.7306347,1
-79.4366417,43.6405916,4
-79.263632,43.732504,20
-79.4154226,43.6841972,12
-79.6244799,43.7518012,1
-79.3488129,43.6894086,14
-79.210114,43.771252,24
-79.444787,43.7810262,18
-79.2589714,43.7901789,23
-79.415024,43.781433,18
-79.4154692,43.7797832,18
-79.5362481,43.6370245,3
-79.2300205,43.8230404,23
-79.5362481,43.6370245,3
-79.2569422,43.7745329,21
-79.436478,43.699608,12
-79.415024,43.781433,18
-79.415024,43.781433,18
-79.2005883,43.8139224,25
-79.3486106,43.7942381,17
-79.3643655,43.703563,15
-79.301804,43.688862,19
-79.5433741,43.7708985,7
-79.2719768,43.8179569,23
-79.4428857,43.7737992,18
-79.5024301,43.7700356,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5007695,43.764674,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.4759451,43.6517132,4
-79.263632,43.732504,20
-79.5014692,43.7414721,7
-79.4321706,43.7568286,18
-79.4154226,43.6841972,12
-79.3018367,43.7242909,16
-79.3771716,43.7110527,15
-79.3696247,43.7125681,15
-79.3453617,43.7757106,17
-79.3696247,43.7125681,15
-79.5362481,43.6370245,3
-79.4618986,43.7496913,6
-79.193457,43.785381,25
-79.436478,43.699608,12
-79.3484136,43.8015751,17
-79.4373625,43.7507615,6
-79.4512122,43.6657286,9
-79.5599406,43.6463548,2
-79.607878,43.756699,1
-79.4531517,43.6569088,4
-79.223708,43.757934,24
-79.3016857,43.6890219,19
-79.511559,43.683788,5
-79.254013,43.7739975,21
-79.4588761,43.7320341,6
-79.3446186,43.680086,14
-79.3387497,43.7204397,16
-79.2188436,43.7432029,24
-79.415024,43.781433,18
-79.415024,43.781433,18
-79.288964,43.6942914,19
-79.3894773,43.6697157,11
-79.5428676,43.5965323,3
-79.5087201,43.7209726,5
-79.2615668,43.7961382,23
-79.4509411,43.7346861,8
-79.263632,43.732504,20
-79.39222,43.687733,12
-79.3831843,43.653226,13
-79.4887505,43.7545501,6
-79.4489717,43.7821574,18
-79.2578685,43.7756054,21
-79.3818785,43.638834,10
-79.392395,43.687714,12
-79.3830879,43.6613693,13
-79.5162178,43.7001504,5
-79.563431,43.674652,2
-79.3831843,43.653226,13
-79.263632,43.732504,20
-79.515541,43.5949153,3
-79.3394899,43.7230061,16
-79.263632,43.732504,20
-79.4018084,43.7999622,18
-79.3394899,43.7230061,16
-79.302728,43.724636,16
-79.2640334,43.7323211,20
-79.4067176,43.7449399,15
-79.2640334,43.7323211,20
-79.5362481,43.6370245,3
-79.415024,43.781433,18
-79.4759451,43.6517132,4
-79.1548,43.794685,25
-79.440443,43.649693,4
-79.3377767,43.6809959,14
-79.2954611,43.7016807,19
-79.415024,43.781433,18
-79.3746507,43.7225638,15
-79.6031251,43.7342379,1
-79.341171,43.73801,16
-79.3807888,43.6686064,11
-79.210114,43.771252,24
-79.210114,43.771252,24
-79.4917404,43.6671622,4
-79.3837951,43.6607926,13
-79.5341467,43.699817,5
-79.3831843,43.653226,13
-79.4333472,43.6546692,9
-79.2862183,43.7786365,22
-79.4182617,43.683071,12
-79.37279,43.652088,13
-79.344353,43.636967,14
-79.6032611,43.7130315,1
-79.2578685,43.7756054,21
-79.2640334,43.7323211,20
-79.4182617,43.683071,12
-79.4465923,43.6770883,9
-79.4361468,43.6993703,12
-79.4119511,43.6420405,10
-79.4493822,43.6817852,9
-79.3655624,43.6451302,13
-79.2664084,43.808058,23
-79.3051082,43.7248331,16
-79.2862894,43.8037432,22
-79.4067176,43.7449399,15
-79.221382,43.81953,23
-79.5036901,43.7028588,5
-79.315506,43.796616,22
-79.2052458,43.8188893,25
-79.3966474,43.6978369,12
-79.5362481,43.6370245,3
-79.4887807,43.6854767,5
-79.3628863,43.6514481,13
-79.4279763,43.6405804,10
-79.4350009,43.6991913,12
-79.4893613,43.6137022,3
-79.4212488,43.6401776,10
-79.5095579,43.7249106,7
-79.2328985,43.81884,23
-79.3878199,43.6386589,10
-79.2640334,43.7323211,20
-79.379161,43.6459461,10
-79.2974833,43.7255738,16
-79.3156842,43.7967773,22
-79.6183289,43.6923125,1
-79.170723,43.809147,25
-79.6183023,43.7381321,1
-79.4431824,43.7762766,18
-79.2578685,43.7756054,21
-79.254013,43.7739975,21
-79.2578685,43.7756054,21
-79.4894905,43.6869389,5
-79.5103292,43.7771693,7
-79.3878199,43.6386589,10
-79.5362481,43.6370245,3
-79.301804,43.688862,19
-79.3073413,43.6869517,19
-79.4339296,43.7373209,8
-79.3581849,43.6769104,14
-79.4140021,43.703297,12
-79.3989653,43.7053057,12
-79.5103292,43.7771693,7
-79.3931753,43.6858734,11
-79.5083125,43.7019846,5
-79.3989653,43.7053057,12
-79.436478,43.699608,12
-79.195935,43.7928371,25
-79.4453733,43.7908443,18
-79.5670692,43.6833622,2
-79.4408167,43.6926349,12
-79.2900372,43.7212522,20
-79.2242242,43.8044956,23
-79.263632,43.732504,20
-79.263632,43.732504,20
-79.263632,43.732504,20
-79.3352816,43.762599,16
-79.195935,43.7928371,25
-79.2790166,43.7114089,20
-79.589958,43.760769,1
-79.3989653,43.7053057,12
-79.2862183,43.7786365,22
-79.3453617,43.7757106,17
-79.4067176,43.7449399,15
-79.6009305,43.7306347,1
-79.2052458,43.8188893,25
-79.459839,43.655373,4
-79.3768515,43.6723558,11
-79.5362481,43.6370245,3
-79.415024,43.781433,18
-79.263632,43.732504,20
-79.4887807,43.6854767,5
-79.2515481,43.7722523,21
-79.1548,43.794685,25
-79.4217008,43.7398486,8
-79.4509411,43.7346861,8
-79.5024301,43.7700356,7
-79.3806,43.645195,10
-79.5007695,43.764674,7
-79.3283504,43.7286938,16
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.3771716,43.7110527,15
-79.4154226,43.6841972,12
-79.4103628,43.7623591,18
-79.4140021,43.703297,12
-79.5054569,43.6486189,4
-79.3851893,43.7534926,15
-79.5814931,43.7197956,1
-79.301804,43.688862,19
-79.3818785,43.638834,10
-79.415024,43.781433,18
-79.3446186,43.680086,14
-79.3198606,43.7952532,22
-79.4910434,43.7651403,6
-79.3408879,43.7376675,16
-79.2767636,43.7823181,22
-79.3998092,43.6743644,11
-79.2578685,43.7756054,21
-79.1302278,43.7803193,25
-79.5362481,43.6370245,3
-79.456235,43.6448762,4
-79.3581849,43.6769104,14
-79.288597,43.806919,22
-79.5362481,43.6370245,3
-79.3016857,43.6890219,19
-79.301804,43.688862,19
-79.288964,43.6942914,19
-79.4531604,43.7366909,6
-79.4531604,43.7366909,6
-79.4531604,43.7366909,6
-79.338341,43.723099,16
-79.4339296,43.7373209,8
-79.4618986,43.7496913,6
-79.4910434,43.7651403,6
-79.436478,43.699608,12
-79.490852,43.764793,6
-79.5362481,43.6370245,3
-79.5362481,43.6370245,3
-79.4618986,43.7496913,6
-79.495049,43.650204,4
-79.4464482,43.6667251,9
-79.4509411,43.7346861,8
-79.263632,43.732504,20
-79.288964,43.6942914,19
-79.3989653,43.7053057,12
-79.3806,43.645195,10
-79.1774399,43.822926,25
-79.4393597,43.6979943,12
-79.2436466,43.7945456,23
-79.3453617,43.7757106,17
-79.4038347,43.6673526,11
-79.5274105,43.7567924,7
-79.3989653,43.7053057,12
-79.3446186,43.680086,14
-79.2459076,43.7807816,24
-79.3581849,43.6769104,14
-79.415024,43.781433,18
-79.3989653,43.7053057,12
-79.3446186,43.680086,14
-79.3446186,43.680086,14
-79.5230541,43.7177895,5
-79.3453617,43.7757106,17
-79.415024,43.781433,18
-79.621223,43.724472,1
-79.340923,43.7448473,16
-79.4385257,43.7554798,6
-79.2133696,43.742079,24
-79.263632,43.732504,20
-79.4618986,43.7496913,6
-79.3929208,43.7925326,18
-79.4127664,43.7010701,12
-79.5083125,43.7019846,5
-79.299857,43.7315275,16
-79.2705553,43.765899,21
-79.3016857,43.6890219,19
-79.3862088,43.7092235,15
-79.2900372,43.7212522,20
-79.3469253,43.7750381,17
-79.4869222,43.6238763,3
-79.2640334,43.7323211,20
-79.3878199,43.6386589,10
-79.263632,43.732504,20
-79.3901537,43.7084188,15
-79.5981069,43.7352595,1
-79.4774447,43.7293882,6
-79.26799,43.731846,20
-79.4067176,43.7449399,15
-79.515541,43.5949153,3
-79.589958,43.760769,1
-79.3831843,43.653226,13
-79.2900372,43.7212522,20
-79.2882429,43.6938534,19
-79.535407,43.6377895,3
-79.436001,43.7893739,18
-79.3818785,43.638834,10
-79.341171,43.73801,16
-79.3746507,43.7225638,15
-79.263632,43.732504,20
-79.426178,43.662437,9
-79.5068881,43.6254023,3
-79.4067176,43.7449399,15
-79.5103292,43.7771693,7
-79.4350009,43.6991913,12
-79.5875066,43.7408087,1
-79.459488,43.637955,4
-79.344353,43.636967,14
-79.5891259,43.7411764,1
-79.415024,43.781433,18
-79.459488,43.637955,4
-79.3878199,43.6386589,10
-79.4762591,43.6511421,4
-79.263632,43.732504,20
-79.4678271,43.7111576,5
-79.4443881,43.7162337,8
-79.4020708,43.7253579,15
-79.5103292,43.7771693,7
-79.4126688,43.6886445,12
-79.459839,43.655373,4
-79.170723,43.809147,25
-79.3619955,43.645308,13
-79.4668176,43.6538467,4
-79.5847869,43.6650987,2
-79.3502968,43.6932396,14
-79.3688194,43.6736049,13
-79.5362481,43.6370245,3
-79.5132782,43.5914377,3
-79.535407,43.6377895,3
-79.5132782,43.5914377,3
-79.3891737,43.6438737,10
-79.2640334,43.7323211,20
-79.3377767,43.6809959,14
-79.534765,43.710855,5
-79.450409,43.676418,9
-79.170723,43.809147,25
-79.263632,43.732504,20
-79.2972829,43.8259409,22
-79.2459076,43.7807816,24
-79.5435973,43.5921169,3
-79.3831843,43.653226,13
-79.3925312,43.6820437,11
-79.2876946,43.7642724,21
-79.5009648,43.6913156,5
-79.2578685,43.7756054,21
-79.4678271,43.7111576,5
-79.5670692,43.6833622,2
-79.3453617,43.7757106,17
-79.4205388,43.6383044,10
-79.4014566,43.7280206,15
-79.436478,43.699608,12
-79.4067176,43.7449399,15
-79.4154226,43.6841972,12
-79.2900372,43.7212522,20
-79.301804,43.688862,19
-79.3264416,43.7527796,16
-79.3831843,43.653226,13
-79.1836054,43.761918,24
-79.301804,43.688862,19
-79.4140021,43.703297,12
-79.3446186,43.680086,14
-79.3831843,43.653226,13
-79.5103292,43.7771693,7
-79.1998953,43.8182328,25
-79.4020708,43.7253579,15
-79.4618986,43.7496913,6
-79.2736997,43.6943633,20
-79.3581849,43.6769104,14
-79.3760558,43.7071131,15
-79.4618986,43.7496913,6
-79.4768799,43.681388,5
-79.3446186,43.680086,14
-79.195935,43.7928371,25
-79.275162,43.830296,23
-79.3833039,43.6903631,11
-79.3831843,43.653226,13
-79.3833039,43.6903631,11
-79.208992,43.771343,24
-79.4067176,43.7449399,15
-79.301804,43.688862,19
-79.301804,43.688862,19
-79.6009305,43.7306347,1
-79.4382081,43.6859117,9
-79.3806,43.645195,10
-79.2578685,43.7756054,21
-79.280045,43.711021,20
-79.426178,43.662437,9
-79.2613682,43.7700102,21
-79.2339202,43.781712,24
-79.5007695,43.764674,7
-79.5024301,43.7700356,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.5103292,43.7771693,7
-79.513392,43.7564842,7
-79.301804,43.688862,19
-79.4112152,43.6660011,11
-79.4207678,43.6493394,9
-79.4339296,43.7373209,8
-79.3989653,43.7053057,12
-79.4347791,43.6519435,9
-79.4339296,43.7373209,8
-79.3655624,43.6451302,13
-79.3831843,43.653226,13
-79.3437394,43.7616852,16
-79.4339296,43.7373209,8
-79.3894773,43.6697157,11
-79.5347769,43.6405077,3
-79.524597,43.645092,3
-79.4038347,43.6673526,11
-79.4509411,43.7346861,8
-79.4864632,43.7448547,6
-79.3831843,43.653226,13
-79.4864632,43.7448547,6
-79.2578685,43.7756054,21
-79.4887505,43.7545501,6
-79.4509411,43.7346861,8
-79.302132,43.811981,22
-79.398422,43.6357028,10
-79.422882,43.75877,18
-79.2578685,43.7756054,21
-79.453476,43.7545544,6
-79.4618986,43.7496913,6
-79.3328051,43.6626752,14
-79.3878199,43.6386589,10
-79.4385257,43.7554798,6
-79.319288,43.741269,16
-79.3831843,43.653226,13
-79.4718903,43.7103795,5
-79.2360726,43.7973666,23
-79.3831843,43.653226,13
-79.4041663,43.7000931,12
-79.4768799,43.681388,5
-79.3771716,43.7110527,15
-79.3581849,43.6769104,14
-79.5169136,43.754486,7
-79.3453617,43.7757106,17
-79.3130543,43.757394,16
-79.2133696,43.742079,24
-79.3831843,43.653226,13
-79.2581679,43.7345898,20
-79.4618986,43.7496913,6
-79.3802583,43.6486507,13
-79.4826496,43.7474687,6
-79.280045,43.711021,20
-79.1995008,43.7897026,25
-79.4509411,43.7346861,8
-79.4941168,43.704878,5
-79.1862728,43.7684439,24
-79.5684622,43.6757197,2
-79.4393597,43.6979943,12
-79.2300205,43.8230404,23
-79.3446186,43.680086,14
-79.495049,43.650204,4
-79.621223,43.724472,1
-79.37279,43.652088,13
-79.3878199,43.6386589,10
-79.2578685,43.7756054,21
-79.193457,43.785381,25
-79.4618986,43.7496913,6
-79.3453617,43.7757106,17
-79.490852,43.764793,6
-79.3818785,43.638834,10
-79.535407,43.6377895,3
-79.5132782,43.5914377,3
-79.3600578,43.7528902,16
-79.2568878,43.7789414,21
-79.415024,43.781433,18
-79.4910434,43.7651403,6
-79.4597403,43.6704641,9
-79.3446186,43.680086,14
-79.3801714,43.6560811,13
-79.4413098,43.7922309,18
-79.4067176,43.7449399,15
-79.352264,43.75489,16
-79.2576689,43.7893152,23
-79.5132782,43.5914377,3
-79.380903,43.656325,13
-79.2773493,43.8056769,23
-79.487647,43.695226,5
-79.3878199,43.6386589,10
-79.3831843,43.653226,13
-79.5576549,43.7488546,7
-79.2348169,43.775839,24
-79.4618986,43.7496913,6
-79.5362481,43.6370245,3
-79.4747665,43.7776018,6
-79.3728309,43.6527421,13
-79.3313753,43.7183653,16
-79.263632,43.732504,20
-79.3831843,43.653226,13
-79.3573594,43.6513499,13
-79.5124779,43.5978683,3
-79.3051082,43.7248331,16
-79.3051082,43.7248331,16
-79.3051082,43.7248331,16
